#{"t_start": 1701555464.0907688, "env_id": "Ant-v4"}
r,l,t
-272.895409,1000,119.564755
-23.094721,258,123.510008
-59.561839,104,124.264394
-17.913712,1000,134.781527
49.259995,724,143.392465
104.349234,492,148.575233
128.439288,498,154.41955
260.845636,1000,164.896624
205.927443,1000,174.947415
334.260157,1000,185.115023
342.175166,774,192.145881
401.026934,1000,200.396626
524.199418,1000,208.549363
409.591042,708,216.688275
495.66994,856,223.065983
510.562898,1000,231.329907
163.191066,190,233.898341
617.32843,1000,242.193949
563.368584,1000,250.96698
327.226691,1000,258.823358
622.91363,1000,267.784871
107.862133,145,268.633178
137.600283,187,269.761527
649.08654,1000,278.52051
76.826039,107,280.760193
29.113551,36,281.058492
116.678589,186,282.257023
150.682101,200,283.353208
92.754349,112,284.523831
322.688683,419,287.104935
382.849076,1000,295.410765
705.689588,1000,304.500709
395.320981,1000,312.128201
743.223779,1000,321.333479
101.576112,137,323.167113
447.737108,1000,331.21949
49.450616,66,331.620528
378.996493,466,335.682229
153.117263,201,336.812666
303.408918,395,340.348127
633.023336,1000,348.764395
707.059679,1000,357.068256
365.736225,1000,365.518226
73.406206,106,366.375943
387.789858,1000,376.299934
97.717787,138,377.391092
104.371089,168,379.042349
712.179984,1000,389.493057
582.584111,1000,399.374384
195.880981,258,401.474706
-0.385078,16,401.60224
549.044003,1000,412.097744
719.674403,1000,421.396147
215.978465,247,424.396673
748.778055,1000,433.890682
786.255403,1000,443.37259
687.522493,1000,453.056925
299.814908,1000,462.619854
364.160023,1000,471.894781
59.177443,62,472.317954
304.662445,1000,482.665655
101.62253,166,484.011048
7.390697,26,484.263503
437.336089,454,489.101583
47.104492,52,489.458148
629.59483,706,497.314885
349.613508,1000,506.92596
308.580603,316,509.213518
28.059174,51,509.615738
721.84098,1000,519.691545
50.023833,47,521.223672
118.622805,142,522.125281
378.805816,1000,532.00926
50.337408,61,532.444657
292.032461,363,536.601679
775.436391,1000,547.577057
287.154872,1000,558.101589
873.954987,1000,568.373555
386.058288,1000,578.935991
467.991399,1000,588.927626
89.399255,63,589.391585
855.582466,1000,599.852279
561.390702,675,606.10753
801.348576,1000,616.306816
860.533032,1000,627.336883
809.39732,1000,637.671449
256.886714,236,640.503475
839.700233,1000,649.90533
451.116319,1000,658.892044
869.582435,1000,669.091796
149.070116,133,670.152762
562.229437,1000,680.74648
69.073388,87,681.296873
863.058456,1000,691.374585
548.658879,1000,701.061769
68.543524,79,701.681378
865.45832,1000,711.666656
871.003082,1000,721.945396
929.014917,1000,731.646287
525.770676,570,736.444883
744.15226,857,745.558246
843.496841,1000,756.15118
86.099277,63,756.677441
690.595991,1000,767.271617
861.007229,1000,777.588538
19.056516,25,777.810801
90.6954,81,778.4064
297.578353,300,782.437164
819.336994,1000,793.478341
150.595578,192,794.75757
125.176697,122,796.902309
83.182958,79,797.533745
114.329559,84,798.188344
771.440256,1000,810.459401
843.76561,1000,822.431154
913.35232,1000,833.181172
1054.097184,1000,843.839676
604.430222,1000,854.416309
777.536375,1000,865.818464
1135.667803,1000,876.595384
507.162822,556,883.109915
1060.338888,1000,894.066126
971.405714,1000,906.031626
786.077345,1000,913.480657
45.723177,37,913.493381
973.880474,1000,913.85868
830.437266,760,914.122836
317.479571,229,914.20155
982.708088,1000,914.564638
844.057319,726,914.816842
943.033672,1000,915.18484
1075.395732,1000,915.616636
1174.368176,1000,915.973315
323.455427,289,916.073903
950.345925,1000,916.436168
951.329235,1000,916.809106
974.093425,1000,917.167929
1154.453893,1000,917.50053
868.222605,1000,917.844472
834.96553,1000,918.182635
597.961669,1000,918.545538
709.460325,1000,918.884433
1210.961992,1000,919.205493
587.292151,1000,919.570568
1204.626285,1000,919.897385
188.053202,133,919.939844
809.582324,1000,920.300527
1287.695977,1000,920.61901
705.892981,1000,921.000423
1085.257465,1000,921.356056
1064.84464,1000,921.72177
1213.358399,1000,922.076508
994.686611,1000,922.550821
838.451761,1000,922.922597
1154.780186,1000,923.271809
934.482474,1000,923.649075
1179.819086,1000,924.019268
315.953187,231,924.10166
1037.90693,1000,924.45559
670.018666,1000,924.828149
1127.698238,1000,925.198145
1215.658385,1000,925.570211
1200.830714,1000,925.998353
640.783243,1000,926.382992
1053.14031,1000,926.726949
735.164812,1000,927.079374
67.113221,61,927.099401
1134.507448,1000,927.429867
1005.705625,1000,927.779031
922.341777,1000,928.151765
422.755003,333,928.280246
929.932863,1000,928.624702
646.927291,1000,928.975371
808.42094,1000,929.338741
935.618954,1000,929.695014
1019.121028,1000,930.048209
1169.486875,1000,930.397907
704.518402,1000,930.782434
1073.976894,1000,931.151438
1159.875973,1000,931.618622
456.712262,393,931.760558
457.736168,423,931.921412
955.203069,1000,932.31541
773.374495,1000,932.924188
755.26123,1000,933.548634
1070.166048,1000,933.999595
1154.890871,1000,934.639963
705.584223,1000,935.01619
804.709824,1000,935.400301
696.141424,616,935.635637
541.112226,1000,936.100993
654.183008,519,936.349226
849.117742,1000,936.761537
354.010808,356,936.880487
799.245762,1000,937.255553
62.116031,71,937.279456
845.010164,1000,937.633221
290.373278,236,937.747574
807.302516,1000,938.167602
719.767146,1000,938.539598
61.093965,56,938.560277
1214.670408,1000,938.914892
927.776476,1000,939.32717
844.204321,1000,939.725598
893.453675,805,940.017421
932.420713,1000,940.395609
830.978264,1000,940.777479
195.707948,198,940.847039
923.572888,1000,941.216589
833.506938,1000,941.586558
716.026409,1000,941.959608
219.680348,205,942.031675
1137.813882,1000,942.389182
822.890312,1000,942.760294
385.008693,324,942.871215
1122.375882,1000,943.207341
165.719492,171,943.264725
749.021673,1000,943.608019
242.924575,236,943.687806
925.724054,1000,944.086608
939.84826,1000,944.451482
750.316796,664,944.680469
917.299464,729,944.980246
